concept_id,atc_class,route,name,concept_name
19004669,antipsych,PO,loxapine,loxapine 50 MG Oral Capsule [Loxapac]
19031887,antipsych,PO,loxapine,loxapine 50 MG Oral Capsule [Loxitane]
792294,antipsych,IV,loxapine,loxapine 50 MG/ML Injectable Solution
37498659,antipsych,PO,lumateperone,lumateperone
1525398,antipsych,PO,lumateperone,lumateperone 10.5 MG Oral Capsule [Caplyta]
1525400,antipsych,PO,lumateperone,lumateperone 21 MG Oral Capsule
1525402,antipsych,PO,lumateperone,lumateperone 21 MG Oral Capsule [Caplyta]
37498664,antipsych,PO,lumateperone,lumateperone 42 MG Oral Capsule
37498670,antipsych,PO,lumateperone,lumateperone 42 MG Oral Capsule [Caplyta]
40230761,antipsych,PO,lurasidone,lurasidone
42800967,antipsych,PO,lurasidone,lurasidone hydrochloride 120 MG Oral Tablet
42800968,antipsych,PO,lurasidone,lurasidone hydrochloride 120 MG Oral Tablet [Latuda]
42707649,antipsych,PO,lurasidone,lurasidone hydrochloride 20 MG Oral Tablet
42707650,antipsych,PO,lurasidone,lurasidone hydrochloride 20 MG Oral Tablet [Latuda]
40231370,antipsych,PO,lurasidone,lurasidone hydrochloride 40 MG Oral Tablet
40231371,antipsych,PO,lurasidone,lurasidone hydrochloride 40 MG Oral Tablet [Latuda]
43532949,antipsych,PO,lurasidone,lurasidone hydrochloride 60 MG Oral Tablet
43532950,antipsych,PO,lurasidone,lurasidone hydrochloride 60 MG Oral Tablet [Latuda]
40231374,antipsych,PO,lurasidone,lurasidone hydrochloride 80 MG Oral Tablet
40231375,antipsych,PO,lurasidone,lurasidone hydrochloride 80 MG Oral Tablet [Latuda]
40230763,antipsych,PO,lurasidone,lurasidone Oral Tablet [Latuda]
709699,antipsych,PO,molindone,molindone
42801020,antipsych,PO,molindone,molindone hydrochloride 10 MG Oral Tablet [Moban]
42801033,antipsych,PO,molindone,molindone hydrochloride 25 MG [Moban]
42801031,antipsych,PO,molindone,molindone hydrochloride 25 MG Oral Tablet
42801032,antipsych,PO,molindone,molindone hydrochloride 25 MG Oral Tablet [Moban]
42801035,antipsych,PO,molindone,molindone hydrochloride 5 MG Oral Tablet
42801036,antipsych,PO,molindone,molindone hydrochloride 5 MG Oral Tablet [Moban]
42801040,antipsych,PO,molindone,molindone hydrochloride 50 MG Oral Tablet [Moban]
785788,antipsych,PO,olanzapine,olanzapine
19081763,antipsych,PO,olanzapine,olanzapine 10 MG
19015938,antipsych,PO,olanzapine,olanzapine 10 MG [Zyprexa]
701888,antipsych,PO,olanzapine,olanzapine 10 MG / samidorphan 10 MG Oral Tablet
701890,antipsych,PO,olanzapine,olanzapine 10 MG / samidorphan 10 MG Oral Tablet [Lybalvi]
19079152,antipsych,PO,olanzapine,olanzapine 10 MG Disintegrating Oral Tablet
19128377,antipsych,PO,olanzapine,olanzapine 10 MG Disintegrating Oral Tablet [Zyprexa]
785874,antipsych,IV,olanzapine,olanzapine 10 MG Injection
785875,antipsych,IV,olanzapine,olanzapine 10 MG Injection [Zyprexa]
785821,antipsych,PO,olanzapine,olanzapine 10 MG Oral Tablet
19016821,antipsych,PO,olanzapine,olanzapine 10 MG Oral Tablet [Zyprexa]
19085098,antipsych,PO,olanzapine,olanzapine 15 MG
19015940,antipsych,PO,olanzapine,olanzapine 15 MG [Zyprexa]
701893,antipsych,PO,olanzapine,olanzapine 15 MG / samidorphan 10 MG Oral Tablet [Lybalvi]
19098136,antipsych,PO,olanzapine,olanzapine 15 MG Disintegrating Oral Tablet
19128378,antipsych,PO,olanzapine,olanzapine 15 MG Disintegrating Oral Tablet [Zyprexa]
19079153,antipsych,PO,olanzapine,olanzapine 15 MG Oral Tablet
785814,antipsych,PO,olanzapine,olanzapine 15 MG Oral Tablet [Zyprexa]
19081764,antipsych,PO,olanzapine,olanzapine 2.5 MG
19015939,antipsych,PO,olanzapine,olanzapine 2.5 MG [Zyprexa]
19022782,antipsych,PO,olanzapine,olanzapine 2.5 MG Oral Tablet
19047064,antipsych,PO,olanzapine,olanzapine 2.5 MG Oral Tablet [Zyprexa]
785848,antipsych,PO,olanzapine,olanzapine 20 MG
19016001,antipsych,PO,olanzapine,olanzapine 20 MG [Zyprexa]
701896,antipsych,PO,olanzapine,olanzapine 20 MG / samidorphan 10 MG Oral Tablet [Lybalvi]
19098137,antipsych,PO,olanzapine,olanzapine 20 MG Disintegrating Oral Tablet
19128379,antipsych,PO,olanzapine,olanzapine 20 MG Disintegrating Oral Tablet [Zyprexa]
785815,antipsych,PO,olanzapine,olanzapine 20 MG Oral Tablet
785816,antipsych,PO,olanzapine,olanzapine 20 MG Oral Tablet [Zyprexa]
35603058,antipsych,IV,olanzapine,olanzapine 300 MG Injection [Zyprexa]
35603054,antipsych,IV,olanzapine,olanzapine 405 MG Injection [Zyprexa]
19082514,antipsych,PO,olanzapine,olanzapine 5 MG
19015936,antipsych,PO,olanzapine,olanzapine 5 MG [Zyprexa]
701881,antipsych,PO,olanzapine,olanzapine 5 MG / samidorphan 10 MG Oral Tablet
701887,antipsych,PO,olanzapine,olanzapine 5 MG / samidorphan 10 MG Oral Tablet [Lybalvi]
785842,antipsych,PO,olanzapine,olanzapine 5 MG Disintegrating Oral Tablet
19128380,antipsych,PO,olanzapine,olanzapine 5 MG Disintegrating Oral Tablet [Zyprexa]
19079154,antipsych,PO,olanzapine,olanzapine 5 MG Oral Tablet
19016799,antipsych,PO,olanzapine,olanzapine 5 MG Oral Tablet [Zyprexa]
19081765,antipsych,PO,olanzapine,olanzapine 7.5 MG
19015937,antipsych,PO,olanzapine,olanzapine 7.5 MG [Zyprexa]
19079155,antipsych,PO,olanzapine,olanzapine 7.5 MG Oral Tablet
43623959,antipsych,PO,olanzapine,olanzapine 7.5 MG Oral Tablet [OLANZAPINE ZENTIVA] by Zentiva
19016800,antipsych,PO,olanzapine,olanzapine 7.5 MG Oral Tablet [Zyprexa]
35603050,antipsych,IV,olanzapine,olanzapine Injection
703244,antipsych,PO,paliperidone,paliperidone
19005339,antipsych,PO,paliperidone,paliperidone 3 MG [Invega]
19005340,antipsych,PO,paliperidone,paliperidone 6 MG [Invega]
19005371,antipsych,PO,paliperidone,paliperidone 9 MG [Invega]
36409562,antipsych,IV,paliperidone,paliperidone Injectable Solution
40165675,antipsych,IV,paliperidone,paliperidone Prefilled Syringe [Invega]
733008,antipsych,PO,perphenazine,perphenazine
19019528,antipsych,PO,perphenazine,perphenazine 16 MG Oral Tablet
19035692,antipsych,PO,perphenazine,perphenazine 16 MG Oral Tablet [Trilafon]
733095,antipsych,PO,perphenazine,perphenazine 2 MG
19019529,antipsych,PO,perphenazine,perphenazine 2 MG Oral Tablet
19035659,antipsych,PO,perphenazine,perphenazine 2 MG Oral Tablet [Trilafon]
733069,antipsych,PO,perphenazine,perphenazine 3.2 MG/ML Oral Solution
19082515,antipsych,PO,perphenazine,perphenazine 4 MG
19019530,antipsych,PO,perphenazine,perphenazine 4 MG Oral Tablet
19035660,antipsych,PO,perphenazine,perphenazine 4 MG Oral Tablet [Trilafon]
19035658,antipsych,IV,perphenazine,perphenazine 5 MG/ML Injectable Solution [Trilafon]
19019581,antipsych,PO,perphenazine,perphenazine 8 MG Oral Tablet
19024354,antipsych,PO,perphenazine,perphenazine 8 MG Oral Tablet [Fentazin]
19035691,antipsych,PO,perphenazine,perphenazine 8 MG Oral Tablet [Trilafon]
40068725,antipsych,IV,perphenazine,perphenazine Injectable Solution
42628962,antipsych,PO,pimavanserin,pimavanserin
1559971,antipsych,PO,pimavanserin,pimavanserin 10 MG Oral Tablet
1559973,antipsych,PO,pimavanserin,pimavanserin 10 MG Oral Tablet [Nuplazid]
42628966,antipsych,PO,pimavanserin,pimavanserin 17 MG Oral Tablet
42628970,antipsych,PO,pimavanserin,pimavanserin 17 MG Oral Tablet [Nuplazid]
1559976,antipsych,PO,pimavanserin,pimavanserin 34 MG Oral Capsule
1559979,antipsych,PO,pimavanserin,pimavanserin 34 MG Oral Capsule [Nuplazid]
745790,antipsych,PO,pimozide,pimozide
745826,antipsych,PO,pimozide,pimozide 1 MG Oral Tablet
745825,antipsych,PO,pimozide,pimozide 1 MG Oral Tablet [Orap]
19019661,antipsych,PO,pimozide,pimozide 2 MG Oral Tablet
19025640,antipsych,PO,pimozide,pimozide 2 MG Oral Tablet [Orap]
752061,antipsych,PO,prochlorperazine,prochlorperazine
752273,antipsych,PO,prochlorperazine,prochlorperazine 1 MG/ML Oral Solution [Compazine]
19128585,antipsych,PO,prochlorperazine,prochlorperazine 1 MG/ML Oral Solution [Stemetil]
752211,antipsych,PO,prochlorperazine,prochlorperazine 10 MG
19047193,antipsych,PO,prochlorperazine,prochlorperazine 10 MG [Compazine]
752208,antipsych,PO,prochlorperazine,prochlorperazine 10 MG Extended Release Oral Capsule
40163297,antipsych,PO,prochlorperazine,prochlorperazine 10 MG Extended Release Oral Capsule [Compazine]
752095,antipsych,PO,prochlorperazine,prochlorperazine 10 MG Oral Tablet
19036246,antipsych,PO,prochlorperazine,prochlorperazine 10 MG Oral Tablet [Compazine]
40163299,antipsych,PO,prochlorperazine,prochlorperazine 15 MG [Compazine]
752206,antipsych,PO,prochlorperazine,prochlorperazine 15 MG Extended Release Oral Capsule
19047159,antipsych,PO,prochlorperazine,prochlorperazine 2.5 MG [Compazine]
19019694,antipsych,Rectal,prochlorperazine,prochlorperazine 2.5 MG Rectal Suppository
752233,antipsych,PO,prochlorperazine,prochlorperazine 25 MG
19114355,antipsych,PO,prochlorperazine,prochlorperazine 25 MG [Compazine]
752092,antipsych,Rectal,prochlorperazine,prochlorperazine 25 MG Rectal Suppository
19036131,antipsych,Rectal,prochlorperazine,prochlorperazine 25 MG Rectal Suppository [Compazine]
752129,antipsych,Rectal,prochlorperazine,prochlorperazine 25 MG Rectal Suppository [Compro]
752235,antipsych,PO,prochlorperazine,prochlorperazine 5 MG
19047160,antipsych,PO,prochlorperazine,prochlorperazine 5 MG [Compazine]
21086405,antipsych,PO,prochlorperazine,Prochlorperazine 5 MG Oral Granules
752205,antipsych,PO,prochlorperazine,prochlorperazine 5 MG Oral Tablet
19036242,antipsych,PO,prochlorperazine,prochlorperazine 5 MG Oral Tablet [Compazine]
752094,antipsych,PO,prochlorperazine,prochlorperazine 5 MG Rectal Suppository
19036133,antipsych,PO,prochlorperazine,prochlorperazine 5 MG Rectal Suppository [Compazine]
35201708,antipsych,IV,prochlorperazine,prochlorperazine 5 MG/ML Injectable Solution
40074995,antipsych,PO,prochlorperazine,prochlorperazine Oral Tablet [Compazine]
766814,antipsych,PO,quetiapine,quetiapine
766844,antipsych,PO,quetiapine,quetiapine 100 MG
19046813,antipsych,PO,quetiapine,quetiapine 100 MG [Seroquel]
766819,antipsych,PO,quetiapine,quetiapine 100 MG Oral Tablet
766816,antipsych,PO,quetiapine,quetiapine 100 MG Oral Tablet [Seroquel]
766848,antipsych,PO,quetiapine,quetiapine 150 MG
19046818,antipsych,PO,quetiapine,quetiapine 150 MG [Seroquel]
19101761,antipsych,PO,quetiapine,quetiapine 150 MG Oral Tablet
42479549,antipsych,PO,quetiapine,quetiapine 150 MG Oral Tablet [Seroquel]
19095296,antipsych,PO,quetiapine,quetiapine 200 MG
19046814,antipsych,PO,quetiapine,quetiapine 200 MG [Seroquel]
766842,antipsych,PO,quetiapine,quetiapine 200 MG Oral Tablet
19017556,antipsych,PO,quetiapine,quetiapine 200 MG Oral Tablet [Seroquel]
19095297,antipsych,PO,quetiapine,quetiapine 25 MG
19046812,antipsych,PO,quetiapine,quetiapine 25 MG [Seroquel]
766820,antipsych,PO,quetiapine,quetiapine 25 MG Oral Tablet
766815,antipsych,PO,quetiapine,quetiapine 25 MG Oral Tablet [Seroquel]
766843,antipsych,PO,quetiapine,quetiapine 300 MG
19046815,antipsych,PO,quetiapine,quetiapine 300 MG [Seroquel]
766821,antipsych,PO,quetiapine,quetiapine 300 MG Oral Tablet
19071493,antipsych,PO,quetiapine,quetiapine 300 MG Oral Tablet [Seroquel]
766849,antipsych,PO,quetiapine,quetiapine 400 MG
19046816,antipsych,PO,quetiapine,quetiapine 400 MG [Seroquel]
766850,antipsych,PO,quetiapine,quetiapine 400 MG Oral Tablet
766851,antipsych,PO,quetiapine,quetiapine 400 MG Oral Tablet [Seroquel]
766922,antipsych,PO,quetiapine,quetiapine 50 MG
19046817,antipsych,PO,quetiapine,quetiapine 50 MG [Seroquel]
766923,antipsych,PO,quetiapine,quetiapine 50 MG Oral Tablet
766924,antipsych,PO,quetiapine,quetiapine 50 MG Oral Tablet [Seroquel]
40098114,antipsych,PO,quetiapine,quetiapine Oral Tablet
735979,antipsych,PO,risperidone,risperidone
736061,antipsych,PO,risperidone,risperidone 0.25 MG
19022642,antipsych,PO,risperidone,risperidone 0.25 MG [Risperdal]
19124506,antipsych,PO,risperidone,risperidone 0.25 MG Disintegrating Oral Tablet
19124507,antipsych,PO,risperidone,risperidone 0.25 MG Disintegrating Oral Tablet [Risperdal]
736020,antipsych,PO,risperidone,risperidone 0.25 MG Oral Tablet
19068728,antipsych,PO,risperidone,risperidone 0.25 MG Oral Tablet [Risperdal]
736092,antipsych,PO,risperidone,risperidone 0.5 MG
19022643,antipsych,PO,risperidone,risperidone 0.5 MG [Risperdal]
19102476,antipsych,PO,risperidone,risperidone 0.5 MG Disintegrating Oral Tablet
19132010,antipsych,PO,risperidone,risperidone 0.5 MG Disintegrating Oral Tablet [Risperdal]
736021,antipsych,PO,risperidone,risperidone 0.5 MG Oral Tablet
736019,antipsych,PO,risperidone,risperidone 0.5 MG Oral Tablet [Risperdal]
736056,antipsych,PO,risperidone,risperidone 1 MG
19115943,antipsych,PO,risperidone,risperidone 1 MG [Risperdal]
19102162,antipsych,PO,risperidone,risperidone 1 MG Disintegrating Oral Tablet
19132011,antipsych,PO,risperidone,risperidone 1 MG Disintegrating Oral Tablet [Risperdal]
19079462,antipsych,PO,risperidone,risperidone 1 MG Oral Tablet
19004693,antipsych,PO,risperidone,risperidone 1 MG Oral Tablet [Risperdal]
736015,antipsych,PO,risperidone,risperidone 1 MG/ML Oral Solution
736016,antipsych,PO,risperidone,risperidone 1 MG/ML Oral Solution [Risperdal]
19126594,antipsych,IV,risperidone,risperidone 12.5 MG Injection
19126596,antipsych,IV,risperidone,risperidone 12.5 MG Injection [Risperdal]
1201481,antipsych,IV,risperidone,risperidone 12.5 MG Injection [Rykindo]
736058,antipsych,PO,risperidone,risperidone 2 MG
19022538,antipsych,PO,risperidone,risperidone 2 MG [Risperdal]
41277375,antipsych,PO,risperidone,Risperidone 2 MG Delayed Release Oral Tablet [Risperidon Ct] Box of 50
19102163,antipsych,PO,risperidone,risperidone 2 MG Disintegrating Oral Tablet
19132012,antipsych,PO,risperidone,risperidone 2 MG Disintegrating Oral Tablet [Risperdal]
736053,antipsych,PO,risperidone,risperidone 2 MG Oral Tablet
19004694,antipsych,PO,risperidone,risperidone 2 MG Oral Tablet [Risperdal]
19102185,antipsych,IV,risperidone,risperidone 25 MG Injection
19126602,antipsych,IV,risperidone,risperidone 25 MG Injection [Risperdal]
1201483,antipsych,IV,risperidone,risperidone 25 MG Injection [Rykindo]
736059,antipsych,PO,risperidone,risperidone 3 MG
19022539,antipsych,PO,risperidone,risperidone 3 MG [Risperdal]
736134,antipsych,PO,risperidone,risperidone 3 MG Disintegrating Oral Tablet
19124133,antipsych,PO,risperidone,risperidone 3 MG Disintegrating Oral Tablet [Risperdal]
736054,antipsych,PO,risperidone,risperidone 3 MG Oral Tablet
19004695,antipsych,PO,risperidone,risperidone 3 MG Oral Tablet [Risperdal]
19102186,antipsych,IV,risperidone,risperidone 37.5 MG Injection
19126598,antipsych,IV,risperidone,risperidone 37.5 MG Injection [Risperdal]
1201485,antipsych,IV,risperidone,risperidone 37.5 MG Injection [Rykindo]
736060,antipsych,PO,risperidone,risperidone 4 MG
19022540,antipsych,PO,risperidone,risperidone 4 MG [Risperdal]
19123471,antipsych,PO,risperidone,risperidone 4 MG Disintegrating Oral Tablet
19124153,antipsych,PO,risperidone,risperidone 4 MG Disintegrating Oral Tablet [Risperdal]
736055,antipsych,PO,risperidone,risperidone 4 MG Oral Tablet
19004696,antipsych,PO,risperidone,risperidone 4 MG Oral Tablet [Risperdal]
19102187,antipsych,IV,risperidone,risperidone 50 MG Injection
19126600,antipsych,IV,risperidone,risperidone 50 MG Injection [Risperdal]
1201487,antipsych,IV,risperidone,risperidone 50 MG Injection [Rykindo]
19117186,antipsych,PO,risperidone,risperidone 6 MG [Risperdal]
35606386,antipsych,IV,risperidone,risperidone Injection [Risperdal]
40080295,antipsych,PO,risperidone,risperidone Oral Solution [Risperdal]
963796,antipsych,PO,aripiprazole,Sensor aripiprazole 10 MG Oral Tablet
963798,antipsych,PO,aripiprazole,Sensor aripiprazole 10 MG Oral Tablet [Abilify]
963799,antipsych,PO,aripiprazole,Sensor aripiprazole 15 MG Oral Tablet
963801,antipsych,PO,aripiprazole,Sensor aripiprazole 2 MG Oral Tablet
963802,antipsych,PO,aripiprazole,Sensor aripiprazole 2 MG Oral Tablet [Abilify]
963805,antipsych,PO,aripiprazole,Sensor aripiprazole 30 MG Oral Tablet
963807,antipsych,PO,aripiprazole,Sensor aripiprazole 5 MG Oral Tablet
963808,antipsych,PO,aripiprazole,Sensor aripiprazole 5 MG Oral Tablet [Abilify]
700299,antipsych,PO,thioridazine,thioridazine
19083127,antipsych,PO,thioridazine,thioridazine 10 MG
19118651,antipsych,PO,thioridazine,thioridazine 10 MG [Mellaril]
700393,antipsych,PO,thioridazine,thioridazine 10 MG Oral Tablet
19038351,antipsych,PO,thioridazine,thioridazine 10 MG Oral Tablet [Mellaril]
19083151,antipsych,PO,thioridazine,thioridazine 100 MG
19118657,antipsych,PO,thioridazine,thioridazine 100 MG [Mellaril]
19019856,antipsych,PO,thioridazine,thioridazine 100 MG Oral Tablet
19038357,antipsych,PO,thioridazine,thioridazine 100 MG Oral Tablet [Mellaril]
19118652,antipsych,PO,thioridazine,thioridazine 15 MG [Mellaril]
19118659,antipsych,PO,thioridazine,thioridazine 150 MG [Mellaril]
19083129,antipsych,PO,thioridazine,thioridazine 25 MG
19118654,antipsych,PO,thioridazine,thioridazine 25 MG [Mellaril]
700325,antipsych,PO,thioridazine,thioridazine 25 MG Oral Tablet
19038354,antipsych,PO,thioridazine,thioridazine 25 MG Oral Tablet [Mellaril]
700396,antipsych,PO,thioridazine,thioridazine 30 MG/ML Oral Solution
19083130,antipsych,PO,thioridazine,thioridazine 50 MG
19118655,antipsych,PO,thioridazine,thioridazine 50 MG [Mellaril]
700326,antipsych,PO,thioridazine,thioridazine 50 MG Oral Tablet
19038355,antipsych,PO,thioridazine,thioridazine 50 MG Oral Tablet [Mellaril]
700465,antipsych,PO,thiothixene,thiothixene
700501,antipsych,PO,thiothixene,thiothixene 1 MG
19088643,antipsych,PO,thiothixene,thiothixene 1 MG [Navane]
700494,antipsych,PO,thiothixene,thiothixene 1 MG Oral Capsule
19038682,antipsych,PO,thiothixene,thiothixene 1 MG Oral Capsule [Navane]
700523,antipsych,PO,thiothixene,thiothixene 10 MG
700493,antipsych,PO,thiothixene,thiothixene 10 MG Oral Capsule
19038685,antipsych,PO,thiothixene,thiothixene 10 MG Oral Capsule [Navane]
19086244,antipsych,PO,thiothixene,thiothixene 2 MG
19088644,antipsych,PO,thiothixene,thiothixene 2 MG [Navane]
700496,antipsych,PO,thiothixene,thiothixene 2 MG Oral Capsule
19038683,antipsych,PO,thiothixene,thiothixene 2 MG Oral Capsule [Navane]
700495,antipsych,PO,thiothixene,thiothixene 20 MG Oral Capsule
19038686,antipsych,PO,thiothixene,thiothixene 20 MG Oral Capsule [Navane]
700522,antipsych,PO,thiothixene,thiothixene 5 MG
19088645,antipsych,PO,thiothixene,thiothixene 5 MG [Navane]
700498,antipsych,PO,thiothixene,thiothixene 5 MG Oral Capsule
19038684,antipsych,PO,thiothixene,thiothixene 5 MG Oral Capsule [Navane]
40085848,antipsych,PO,thiothixene,thiothixene Oral Solution [Navane]
704984,antipsych,PO,trifluoperazine,trifluoperazine
705046,antipsych,PO,trifluoperazine,trifluoperazine 1 MG
704987,antipsych,PO,trifluoperazine,trifluoperazine 1 MG Oral Tablet
19004636,antipsych,PO,trifluoperazine,trifluoperazine 1 MG Oral Tablet [Stelazine]
19085511,antipsych,PO,trifluoperazine,trifluoperazine 10 MG
19088870,antipsych,PO,trifluoperazine,trifluoperazine 10 MG [Stelazine]
704988,antipsych,PO,trifluoperazine,trifluoperazine 10 MG Oral Tablet
19083158,antipsych,PO,trifluoperazine,trifluoperazine 2 MG
19088869,antipsych,PO,trifluoperazine,trifluoperazine 2 MG [Stelazine]
704989,antipsych,PO,trifluoperazine,trifluoperazine 2 MG Oral Tablet
19039747,antipsych,PO,trifluoperazine,trifluoperazine 2 MG Oral Tablet [Stelazine]
705048,antipsych,PO,trifluoperazine,trifluoperazine 5 MG
19088866,antipsych,PO,trifluoperazine,trifluoperazine 5 MG [Stelazine]
704990,antipsych,PO,trifluoperazine,trifluoperazine 5 MG Oral Tablet
19004637,antipsych,PO,trifluoperazine,trifluoperazine 5 MG Oral Tablet [Stelazine]
712615,antipsych,PO,ziprasidone,ziprasidone
19085164,antipsych,PO,ziprasidone,ziprasidone 20 MG
19120812,antipsych,PO,ziprasidone,ziprasidone 20 MG [Geodon]
712648,antipsych,IV,ziprasidone,ziprasidone 20 MG Injection
712649,antipsych,IV,ziprasidone,ziprasidone 20 MG Injection [Geodon]
712643,antipsych,PO,ziprasidone,ziprasidone 20 MG Oral Capsule
712619,antipsych,PO,ziprasidone,ziprasidone 20 MG Oral Capsule [Geodon]
19085165,antipsych,PO,ziprasidone,ziprasidone 40 MG
19006493,antipsych,PO,ziprasidone,ziprasidone 40 MG [Geodon]
712620,antipsych,PO,ziprasidone,ziprasidone 40 MG Oral Capsule
712616,antipsych,PO,ziprasidone,ziprasidone 40 MG Oral Capsule [Geodon]
19085166,antipsych,PO,ziprasidone,ziprasidone 60 MG
19006494,antipsych,PO,ziprasidone,ziprasidone 60 MG [Geodon]
712621,antipsych,PO,ziprasidone,ziprasidone 60 MG Oral Capsule
712617,antipsych,PO,ziprasidone,ziprasidone 60 MG Oral Capsule [Geodon]
19006495,antipsych,PO,ziprasidone,ziprasidone 80 MG [Geodon]
712642,antipsych,PO,ziprasidone,ziprasidone 80 MG Oral Capsule
19071496,antipsych,PO,ziprasidone,ziprasidone 80 MG Oral Capsule [Geodon]
35604629,antipsych,IV,ziprasidone,ziprasidone Injection
35604630,antipsych,IV,ziprasidone,ziprasidone Injection [Geodon]
